Traditional,Simplified,Kanji,Hanja,Hanji,Reading,Old,Cantonese,Mandarin,Sino,Native,JGrade,Year Added,Sino,Native,KGrade,Sino-Vietnamese,Part of Speech,Meaning,Radical,Strokes
笛,,,,笛,teku,teku,dek 6 ,dí,テキ,ふえ,3,,0,0,0,,,flute,竹,11
的,,,,的,teku,teku,"di 1 , dik 1 ","de, dí, dì",テキ,まと,4,,적,과녁,M,,,target,白,8
敵,敌,,,敵,teku,teku,dik 6 ,dí,テキ,かたき,5,,적,원수,M,,,enemy,攴,15
滴,,,,滴,teku,teku,dik 1 ,dī,テキ,しずく、したた-る,S,,적,물방울,H,,,drip,水,14
弔,,,,弔,"teku, teu","teku, tiau",diu 3 ,diào,チョウ,とむら-う,S,,조,조상할,H,,,condolences,弓,4
店,,,,店,temu,temu,dim 3 ,diàn,テン,みせ,2,,점,가게,M,"điếm, đám, điệm, tiệm, đêm, xóm",,shop,广,8
點,点,点,,点,temu,temu,dim 2 ,diǎn,テン,0,2,,점,점,H,"điểm, bếp, chấm",,point,黑,9
添,,,,添,temu,temu,tim 1 ,tiān,テン,そ-える、そ-う,S,,첨,더할,H,,,annexed,水,11
天,,,,天,ten,ten,tin 1 ,tiān,テン,あめ、（あま）,1,,천,하늘,M,thiên,,heaven,大,4
田,,,,田,ten,ten,tin 4 ,tián,デン,た,1,,전,밭,M,"điền, ruộng",,rice paddy,田,5
電,电,,,電,ten,ten,din 6 ,diàn,デン,0,2,,전,번개,M,điện,,electricity,雨,13
典,,,,典,ten,ten,din 2 ,diǎn,テン,0,4,,전,법,M,,,code,八,8
殿,,,,殿,ten,ten,"din 3 , din 6 ",diàn,デン、テン,との、どの,S,,전,큰 집,H,,,Mr.,殳,13
填,,,塡,填,ten,ten,tin 4 ,tián,テン,0,S,2010,0,0,0,,,fill in,土,13
丁,,,,丁,tenu,tenu,"ding 1 , jaang 1 , jang 1 ","dīng, zhēng",チョウ、テイ,0,3,,정,고무래,M,,,ward,一,2
定,,,,定,tenu,tenu,"deng 6 , ding 6 ",dìng,テイ、ジョウ,さだ-める、さだ-まる、さだ-か,3,,정,정할,M,,,decide,宀,8
庭,,,,庭,tenu,tenu,ting 4 ,tíng,テイ,にわ,3,,정,뜰,M,,,garden,广,10
停,,,,停,tenu,tenu,ting 4 ,tíng,テイ,0,4,,정,머무를,M,,,halt,人,11
程,,,,程,tenu,tienu,ching 4 ,chéng,テイ,ほど,5,,정,단위,H,,,extent,禾,12
頂,顶,,,頂,tenu,tenu,"deng 2 , ding 2 ",dǐng,チョウ,いただ-く、いただき,6,,정,정수리,M,,,place on the head,頁,11
廳,厅,庁,,庁,tenu,tenu,teng 1 ,tīng,チョウ,0,6,,청,관청,H,,,government office,广,5
貞,贞,,,貞,tenu,tienu,jing 1 ,"zhēn, zhēng",テイ,0,S,,정,곧을,M,,,upright,貝,9
聽,听,聴,,聴,tenu,tenu,"teng 1 , ting 1 , ting 3 ","tīng, tìng",チョウ,き-く,S,,청,들을,M,,,listen,耳,17
廷,,,,廷,tenu,tenu,ting 4 ,tíng,テイ,0,S,,정,조정,H,,,courts,廴,7
亭,,,,亭,tenu,tenu,ting 4 ,tíng,テイ,0,S,1981,정,정자,H,,,pavilion,亠,9
訂,订,,,訂,tenu,tenu,"deng 6 , ding 3 , ding 6 ",dìng,テイ,0,S,,정,바로잡을,H,,,revise,言,9
呈,,,,呈,tenu,tienu,ching 4 ,chéng,テイ,0,S,,0,0,0,,,display,口,7
艇,,,,艇,tenu,tenu,"teng 5 , ting 5 ",tǐng,テイ,0,S,,0,0,0,,,rowboat,舟,13
錠,锭,,,錠,tenu,tenu,ding 3 ,dìng,ジョウ,0,S,,0,0,0,,,lock,金,16
貼,贴,,,貼,tepu,tepu,tip 3 ,tiē,チョウ,は-る,S,2010,0,0,0,,,paste,貝,12
疊,叠,畳,,畳,tepu,tepu,"daap 6 , dip 6 ",dié,ジョウ,たた-む、たたみ,S,,0,0,0,,,tatami mat,田,12
鐵,铁,鉄,,鉄,tetu,tetu,tit 3 ,tiě,テツ,0,3,,철,쇠,M,,,iron,金,13
哲,,,,哲,tetu,tetu,jit 3 ,zhé,テツ,0,S,,철,밝을,H,,,philosophy,口,10
徹,彻,,,徹,tetu,tetu,chit 3 ,chè,テツ,0,S,,철,뚫을,H,,,penetrate,彳,15
迭,,,,迭,tetu,tetu,dit 6 ,dié,テツ,0,S,,0,0,0,,,transfer,辵,8
撤,,,,撤,tetu,tetu,chit 3 ,chè,テツ,0,S,,0,0,0,,,remove,手,15
窒,,,,窒,"tetu, titu","tetu, titu",jat 6 ,zhì,チツ,0,S,,0,0,0,,,plug up,穴,11
凸,,,,凸,"tetu, totu","tetu, totu",dat 6 ,tū,トツ,0,S,1981,0,0,0,,,convex,凵,5
鳥,鸟,,,鳥,teu,tiau,niu 5 ,"niǎo, diǎo",チョウ,とり,2,,조,새,M,"điểu, đeo, đéo, đẽo",,bird,鳥,11
調,调,,,調,teu,tiau,"deu 6 , diu 6 , tiu 4 ","tiáo, diào, zhōu",チョウ,しら-べる、ととの-う、ととの-える,3,,조,고를,M,,,investigate,言,15
條,条,条,,条,teu,tiau,"tiu 4 , tiu 5 ",tiáo,ジョウ,0,5,,조,가지,H,,,clause,木,7
跳,,,,跳,teu,tiau,tiu 3 ,tiào,チョウ,は-ねる、と-ぶ,S,,도,뛸,H,,,hop,足,13
釣,钓,,,釣,teu,tiau,diu 3 ,diào,チョウ,つ-る,S,1981,0,0,0,,,angling,金,11
眺,,,,眺,teu,tiau,tiu 3 ,tiào,チョウ,なが-める,S,1981,0,0,0,,,stare,目,11
彫,,,,彫,teu,tiau,diu 1 ,diāo,チョウ,ほ-る,S,,0,0,0,,,carve,彡,11
地,,,,地,ti,ti,"dei 6 , deng 6 ","dì, de",チ、ジ,0,2,,지,땅,M,"địa, rịa",,ground,土,6
知,,,,知,ti,ti,"ji 1 , ji 3 ",zhī,チ,し-る,2,,지,알,M,"tri, trơ",,know,矢,8
池,,,,池,ti,ti,chi 4 ,chí,チ,いけ,2,,지,못,H,"trì, đìa, trầy, trề, tri",,pond,水,6
持,,,,持,ti,ti,chi 4 ,chí,ジ,も-つ,3,,지,가질,M,,,hold,手,9
治,,,,治,ti,ti,"chi 4 , ji 6 ",zhì,ジ、チ,おさ-める、おさ-まる、なお-る、なお-す,4,,치,다스릴,M,,,govern,水,8
置,,,,置,ti,ti,ji 3 ,zhì,チ,お-く,4,,치,둘,H,,,put,网,13
值,,値,,値,ti,ti,jik 6 ,zhí,チ,ね、あたい,6,,치,값,H,,,value,人,10
致,,,,致,ti,ti,ji 3 ,zhì,チ,いた-す,S,,치,보낼,M,,,(to) do,至,10
恥,耻,,,恥,ti,ti,chi 2 ,chǐ,チ,は-じる、はじ、は-じらう、は-ずかしい,S,,치,부끄러워할,H,,,shame,心,10
遲,迟,遅,,遅,ti,ti,chi 4 ,chí,チ,おく-れる、おく-らす、おそ-い,S,,지,늦을,H,,,slow,辵,12
祉,,,,祉,ti,ti,ji 2 ,zhǐ,シ,0,S,,0,0,0,,,welfare,示,8
癡,,痴,,痴,ti,ti,chi 1 ,chī,チ,0,S,,0,0,0,,,stupid,疒,13
稚,,,,稚,ti,ti,ji 6 ,zhì,チ,0,S,,0,0,0,,,immature,禾,13
緻,致,,,緻,ti,ti,ji 3 ,zhì,チ,0,S,2010,0,0,0,,,fine (not coarse),糸,16
徵,征,徴,,徴,"ti, tinu","ti, tinu","ji 2 , jing 1 ","zhēng, zhǐ",チョウ,0,S,,징,부를,H,,,indications,彳,14
展,,,,展,tien,tien,jin 2 ,zhǎn,テン,0,6,,전,펼,M,,,expand,尸,10
直,,,,直,tiku,tiku,jik 6 ,zhí,チョク、ジキ,ただ-ちに、なお-す、なお-る,2,,직,곧을,M,"trực, chực, sực",,straight,目,8
敕,,勅,,勅,tiku,tiku,chik 1 ,chì,チョク,0,S,,0,0,0,,,imperial order,力,9
朕,,,,朕,timu,timu,jam 6 ,zhèn,チン,0,S,,0,0,0,,,majestic plural,月,10
珍,,,,珍,tin,tin,Jan-01,zhēn,チン,めずら-しい,S,,진,보배,H,,,rare,玉,9
陣,阵,,,陣,tin,tin,Jan-06,zhèn,ジン,0,S,,진,진칠,H,,,camp,阜,10
陳,陈,,,陳,tin,tin,"chan 4 , jan 6 ","chén, zhèn",チン,0,S,,진,베풀,H,,,exhibit,阜,11
鎮,镇,,鎭,鎮,tin,tin,Jan-03,"zhèn, zhēn, tián",チン,しず-める、しず-まる,S,,진,진압할,H,,,tranquilize,金,18
症,,,,症,tinu,tinu,"jing 1 , jing 3 ","zhèng, zhēng",ショウ,0,S,,증,증세,H,,,symptoms,疒,10
懲,惩,,,懲,tinu,tinu,ching 4 ,chéng,チョウ,こ-りる、こ-らす、こ-らしめる,S,,징,혼날,H,,,penal,心,18
朝,,,,朝,tio,tiau,"chiu 4 , jiu 1 ","zhāo, cháo",チョウ,あさ,2,,조,아침,M,"triều, chầu, chào, tràu, trều, triêu, chiều, giàu, giầu, trào",,morning,月,12
兆,,,,兆,tio,tiau,"siu 6 , jiu 6 ",zhào,チョウ,きざ-す、きざ-し,4,,조,조짐,M,,,"portent, trillion",儿,6
潮,,,,潮,tio,tiau,chiu 4 ,cháo,チョウ,しお,6,,조,조수,H,,,tide,水,15
超,,,,超,tio,tiau,chiu 1 ,chāo,チョウ,こ-える、こ-す,S,,초,넘을,H,,,transcend,走,12
秩,,,,秩,titu,titu,dit 6 ,zhì,チツ,0,S,,질,차례,H,,,regularity,禾,10
晝,昼,昼,,昼,tiu,tiu,jau 3 ,zhòu,チュウ,ひる,2,,주,낮,M,"chú, trú",,daytime,日,9
住,,,,住,tiu,tiu,jyu 6 ,zhù,ジュウ,す-む、す-まう,3,,주,살,M,,,dwelling,人,7
柱,,,,柱,tiu,tiu,chyu 5 ,zhù,チュウ,はしら,3,,주,기둥,H,,,pillar,木,9
宙,,,,宙,tiu,tiu,jau 6 ,zhòu,チュウ,0,6,,주,집,M,,,mid-air,宀,8
株,,,,株,tiu,tiu,jyu 1 ,zhū,0,かぶ,6,,주,그루,H,,,stocks,木,10
抽,,,,抽,tiu,tiu,chau 1 ,chōu,チュウ,0,S,,추,뽑을,H,,,pluck,手,8
肘,,,,肘,tiu,tiu,"jaau 2 , jau 2 ",zhǒu,0,ひじ,S,2010,0,0,0,,,elbow,肉,7
酎,,,,酎,tiu,tiu,jau 6 ,zhòu,チュウ,0,S,2010,0,0,0,,,sake,酉,10
駐,驻,,,駐,tiu,tiu,jyu 3 ,zhù,チュウ,0,S,,0,0,0,,,stop-over,馬,15
屯,,,,屯,"tiun, tun","tian, tuan","tyun 4 , jeun 1 ","tún, zhūn",トン,0,S,1981,둔,진칠,H,,,barracks,屮,4
貯,贮,,,貯,to,tio,chyu 5 ,zhù,チョ,0,4,,저,쌓을,M,,,savings,貝,12
除,,,,除,to,tio,"cheui 4 , chyu 4 ",chú,ジョ、（ジ）,のぞ-く,6,,제,덜,M,,,exclude,阜,10
著,着,,,著,to,tio,"jeuk 3 , jeuk 6 , jyu 3 ","zhe, zhù, zhuó",チョ,あらわ-す、いちじる-しい,6,,저,나타날,M,,,renowned,艸,11
箸,,,,箸,to,tio,"jyu 3 , jyu 6 ",zhù,0,はし,S,2010,0,0,0,,,chopsticks,竹,15
讀,读,読,,読,toku,toku,"dau 6 , duk 6 ","dú, dòu",ドク、トク、（トウ）,よ-む,2,,독,읽을,M,"độc, đọc, đậu, đặt",,read,言,14
特,,,,特,toku,toku,dak 6 ,tè,トク,0,4,,특,수컷,M,,,special,牛,10
得,,,,得,toku,toku,dak 1 ,"dé, děi, de",トク,え-る、う-る,4,,득,얻을,M,,,acquire,彳,11
毒,,,,毒,toku,toku,duk 6 ,dú,ドク,0,4,,독,독,H,,,poison,毋,8
獨,独,独,,独,toku,toku,duk 6 ,dú,ドク,ひと-り,5,,독,홀로,M,,,alone,犬,9
德,,徳,,徳,toku,toku,dak 1 ,dé,トク,0,5,,덕,덕,M,,,benevolence,彳,14
督,,,,督,toku,toku,duk 1 ,dū,トク,0,S,,독,살펴볼,H,,,coach,目,13
篤,笃,,,篤,toku,toku,duk 1 ,dǔ,トク,0,S,,독,도타울,H,,,fervent,竹,16
冬,,,,冬,tonu,tonu,dung 1 ,dōng,トウ,ふゆ,2,,동,겨울,M,"đông, đong",,winter,冫,5
同,,,,同,tonu,tonu,tung 4 ,"tóng, tòng",ドウ,おな-じ,2,,동,한가지,M,"đồng, đùng, đang",,same,口,6
東,东,,,東,tonu,tonu,dung 1 ,dōng,トウ,ひがし,2,,동,동녘,M,"đông, đang",,east,木,8
通,,,,通,tonu,tonu,tung 1 ,"tōng, tòng",ツウ、（ツ）,とお-る、とお-す、かよ-う,2,,통,통할,M,"thông, thong",,pass through,辵,10
重,,,,重,tonu,tionu,"chung 4 , chung 5 , jung 6 ","zhòng, chóng",ジュウ、チョウ,え、おも-い、かさ-ねる、かさ-なる,3,,중,무거울,M,,,heavy,里,9
動,动,,,動,tonu,tonu,dung 6 ,dòng,ドウ,うご-く、うご-かす,3,,동,움직일,M,,,move,力,11
登,,,,登,tonu,tonu,dang 1 ,dēng,トウ、ト,のぼ-る,3,,등,오를,M,,,climb,癶,12
等,,,,等,tonu,tonu,dang 2 ,děng,トウ,ひと-しい,3,,등,가지런할,M,,,class,竹,12
童,,,,童,tonu,tonu,tung 4 ,tóng,ドウ,わらべ,3,,동,아이,M,,,juvenile,立,12
燈,灯,灯,,灯,tonu,tonu,dang 1 ,dēng,トウ,ひ,4,,등,등잔,M,,,lamp,火,6
統,统,,,統,tonu,tonu,tung 2 ,tǒng,トウ,す-べる,5,,통,큰 줄기,M,,,unite,糸,12
銅,铜,,,銅,tonu,tonu,tung 4 ,tóng,ドウ,0,5,,동,구리,H,,,copper,金,14
痛,,,,痛,tonu,tonu,tung 3 ,tòng,ツウ,いた-い、いた-む、いた-める,6,,통,아플,H,,,pain,疒,12
洞,,,,洞,tonu,tonu,dung 6 ,dòng,ドウ,ほら,S,1981,동,골짜기,M,,,den,水,9
凍,冻,,,凍,tonu,tonu,"dung 1 , dung 3 ",dòng,トウ,こお-る、こご-える,S,,동,얼,H,,,frozen,冫,10
騰,腾,,,騰,tonu,tonu,tang 4 ,téng,トウ,0,S,,등,오를,H,,,inflation,馬,20
胴,,,,胴,tonu,tonu,dung 6 ,dòng,ドウ,0,S,,0,0,0,,,trunk,肉,10
塚,,,,塚,tonu,tionu,chung 2 ,zhǒng,0,つか,S,1981,0,0,0,,,hillock,土,12
棟,栋,,,棟,tonu,tonu,"dung 3 , dung 6 ",dòng,トウ,むね、（むな）,S,1981,0,0,0,,,ridgepole,木,12
筒,,,,筒,tonu,tonu,"tung 2 , tung 4 ",tǒng,トウ,つつ,S,,0,0,0,,,cylinder,竹,12
瞳,,,,瞳,tonu,tonu,tung 4 ,tóng,ドウ,ひとみ,S,2010,0,0,0,,,pupil,目,17
謄,,,,謄,tonu,tonu,tang 4 ,téng,トウ,0,S,,0,0,0,,,mimeograph,言,17
藤,,,,藤,tonu,tonu,tang 4 ,téng,トウ,ふじ,S,2010,0,0,0,,,wisteria,艸,18
突,,,,突,totu,totu,dat 6 ,tū,トツ,つ-く,S,,돌,갑자기,H,,,stab,穴,8
頭,头,,,頭,tou,tou,tau 4 ,"tóu, tou",トウ、ズ、（ト）,あたま、かしら,2,,두,머리,M,đầu,,head,頁,16
豆,,,,豆,tou,tou,"dau 2 , dau 6 ",dòu,トウ、（ズ）,まめ,3,,두,콩,M,,,beans,豆,7
投,,,,投,tou,tou,tau 4 ,tóu,トウ,な-げる,3,,투,던질,M,,,throw,手,7
斗,,,,斗,tou,tou,dau 2 ,"dǒu, dòu",ト,0,S,,두,말,M,,,Big Dipper,斗,4
鬥,斗,闘,鬪,闘,tou,tou,dau 3 ,dòu,トウ,たたか-う,S,,투,싸움,H,,,fight,鬥,18
痘,,,,痘,tou,tou,dau 6 ,dòu,トウ,0,S,,0,0,0,,,pox,疒,12
妥,,,,妥,tua,tua,to 5 ,tuǒ,ダ,0,S,,타,온당할,H,,,gentle,女,7
唾,,,,唾,tua,tua,"to 3 , teu 3 , teu 5 ",tuò,ダ,つば,S,2010,0,0,0,,,saliva,口,11
惰,,,,惰,tua,tua,do 6 ,duò,ダ,0,S,,0,0,0,,,lazy,心,12
短,,,,短,tuan,tuan,dyun 2 ,duǎn,タン,みじか-い,3,,단,짧을,M,,,short,矢,12
團,团,団,,団,tuan,tuan,tyun 4 ,tuán,ダン、（トン）,0,5,,단,둥글,H,,,group,囗,6
斷,断,断,,断,tuan,tuan,"dyun 3 , dyun 6 , tyun 5 ",duàn,ダン,た-つ、ことわ-る,5,,단,끊을,H,,,cut off,斤,11
段,,,,段,tuan,tuan,dyun 6 ,duàn,ダン,0,6,,단,구분,H,,,steps,殳,9
端,,,,端,tuan,tuan,dyun 1 ,duān,タン,はし、は、はた,S,,단,바를,M,,,edge,立,14
鍛,锻,,,鍛,tuan,tuan,dyun 3 ,duàn,タン,きた-える,S,,0,0,0,,,forge,金,17
轉,转,転,,転,tuen,tuen,"jyun 2 , jyun 3 ","zhuǎn, zhuàn, zhuǎi",テン,ころ-がる、ころ-げる、ころ-がす、ころ-ぶ,3,,전,구를,H,,,revolve,車,11
傳,传,伝,,伝,tuen,tuen,"chyun 4 , jyun 6 ","chuán, zhuàn",デン,つた-わる、つた-える、つた-う,4,,전,전할,M,,,transmit,人,6
追,,,,追,tui,tui,jeui 1 ,zhuī,ツイ,お-う,3,,추,쫓을,M,,,follow,辵,9
椎,,,,椎,tui,tui,"cheui 4 , jeui 1 ","chuí, zhuī",ツイ,0,S,2010,0,0,0,,,oak,木,12
墜,坠,,,墜,tui,tui,jeui 6 ,zhuì,ツイ,0,S,,0,0,0,,,crash,土,15
竹,,,,竹,tuku,tiuku,juk 1 ,zhú,チク,たけ,1,,죽,대,M,trúc,,bamboo,竹,6
築,筑,,,築,tuku,tiuku,juk 1 ,zhú,チク,きず-く,5,,축,쌓을,H,,,fabricate,竹,16
逐,,,,逐,tuku,tiuku,juk 6 ,zhú,チク,0,S,,축,쫓을,H,,,pursue,辵,10
軸,轴,,,軸,tuku,tiuku,juk 6 ,"zhóu, zhú, zhòu",ジク,0,S,,0,0,0,,,axis,車,12
豚,,,,豚,tun,tuan,tyun 4 ,tún,トン,ぶた,S,,돈,돼지,H,,,pork,豕,11
鈍,钝,,,鈍,tun,tuan,deun 6 ,dùn,ドン,にぶ-い、にぶ-る,S,,둔,무딜,H,,,dull,金,12
頓,顿,,,頓,tun,tuan,"deun 6 , duk 6 ","dùn, dú",トン,0,S,2010,0,0,0,,,suddenly,頁,13
中,,,,中,tunu,tiunu,"jung 1 , jung 3 ","zhōng, zhòng",チュウ、（ジュウ）,なか,1,,중,가운데,M,"trung, trong, truông, đúng, trúng, truồng",,middle,丨,4
蟲,虫,虫,,虫,tunu,tiunu,chung 4 ,chóng,チュウ,むし,1,,충,벌레,M,"trùng, chùng",,insect,虫,6
仲,,,,仲,tunu,tiunu,jung 6 ,zhòng,チュウ,なか,4,,중,버금,H,,,relationship,人,6
忠,,,,忠,tunu,tiunu,jung 1 ,zhōng,チュウ,0,6,,충,충성,M,,,loyalty,心,8
沖,冲,,,沖,tunu,tiunu,chung 1 ,chōng,チュウ,おき,S,,0,0,0,,,open sea,水,7
衷,,,,衷,tunu,tiunu,"chung 1 , jung 1 ",zhōng,チュウ,0,S,,0,0,0,,,inmost,衣,10
土,,,,土,tuo,to,tou 2 ,tǔ,ド、ト,つち,1,,토,흙,M,thổ,,soil,土,3
圖,图,図,,図,tuo,to,tou 4 ,tú,ズ、ト,はか-る,2,,도,그림,M,đồ,,diagram,囗,7
都,,,,都,tuo,to,dou 1 ,"dōu, dū",ト、ツ,みやこ,3,,도,도읍,M,,,metropolis,邑,11
徒,,,,徒,tuo,to,tou 4 ,tú,ト,0,4,,도,무리,M,,,junior,彳,10
吐,,,,吐,tuo,to,"tou 2 , tou 3 ","tǔ, tù",ト,は-く,S,,토,토할,H,,,spit,口,6
途,,,,途,tuo,to,tou 4 ,tú,ト,0,S,,도,길,H,,,route,辵,10
渡,,,,渡,tuo,to,dou 6 ,dù,ト,わた-る、わた-す,S,,도,건널,H,,,transit,水,12
妒,,妬,,妬,tuo,to,dou 3 ,dù,ト,ねた-む,S,2010,0,0,0,,,jealousy,女,8
賭,赌,,,賭,tuo,to,dou 2 ,dǔ,ト,か-ける,S,2010,0,0,0,,,gamble,貝,16
度,,,,度,"tuo, taku","to, taku","dok 6 , dou 6 ","dù, duó",ド、（ト）、（タク）,たび,3,,도,법도,M,,,degrees,广,9
着,,,,着,tyaku,tiaku,"jau 1 , jau 2 , jeuk 3 , jeuk 6 ","zhe, zhuó, zháo, zhāo",チャク、（ジャク）,き-る、き-せる、つ-く、つ-ける,3,,착,붙을,M,,,wear,羊,12
長,长,,,長,tyanu,tianu,"cheung 4 , jeung 2 ","cháng, zhǎng",チョウ,なが-い,2,,장,길,M,"trường, trườn, tràng, trành, trưởng",,long,長,8
場,场,,,場,tyanu,tianu,cheung 4 ,"cháng, chǎng",ジョウ,ば,2,,장,마당,M,"trường, tràng",,place,土,12
帳,帐,,,帳,tyanu,tianu,jeung 3 ,zhàng,チョウ,0,3,,장,휘장,H,,,account book,巾,11
腸,肠,,,腸,tyanu,tianu,cheung 4 ,cháng,チョウ, はらわた,4,,장,창자,H,"tràng, trường, trướng",,intestines,肉,13
張,张,,,張,tyanu,tianu,"jeung 1 , jeung 3 ",zhāng,チョウ,は-る,5,,장,베풀,H,,,stretch,弓,11
丈,,,,丈,tyanu,tianu,jeung 6 ,zhàng,ジョウ,たけ,S,,장,어른,H,,,length,一,3
圓,圆,円,,圓,uen,uen,yun 4 ,yuán,エン,まる-い,1,,원,둥글,M,"viên, vin",,"round, dollar",囗,4
元,,,,元,uen,uen,yun 4 ,yuán,ゲン、ガン,もと,2,,원,으뜸,M,nguyên,,origin,儿,4
原,,,,原,uen,uen,yun 4 ,yuán,ゲン,はら,2,,원,근원,M,nguyên,,field,厂,10
遠,远,,,遠,uen,uen,"yun 5 , yun 6 ",yuǎn,エン、（オン）,とお-い,2,,원,멀,M,"viễn, vẻn, viển, vỏn",,far,辵,13
園,园,,,園,uen,uen,yun 4 ,yuán,エン,その,2,,원,동산,M,"viên, vườn",,garden,囗,13
院,,,,院,uen,uen,"yun 2 , yun 6 ",yuàn,イン,0,3,,원,담,H,"viện, vẹn, vện",,institution,阜,10
願,愿,,,願,uen,uen,yun 6 ,yuàn,ガン,ねが-う,4,,원,바랄,M,,,request,頁,19
源,,,,源,uen,uen,yun 4 ,yuán,ゲン,みなもと,6,,원,근원,H,,,origin,水,13
怨,,,,怨,uen,uen,yun 3 ,yuàn,エン、オン,0,S,2010,원,원망할,M,,,grudge,心,9
援,,,,援,uen,uen,"yun 4 , yun 6 , wun 4 ",yuán,エン,0,S,,원,당길,H,,,aid,手,12
宛,,,,宛,uen,uen,"yun 1 , yun 2 ",wǎn,0,あ-てる,S,2010,0,0,0,,,allocate,宀,8
垣,,,,垣,uen,uen,wun 4 ,yuán,0,かき,S,1981,0,0,0,,,hedge,土,9
媛,,,,媛,uen,uen,"yun 4 , yun 6 , wun 4 ","yuàn, yuán",エン,0,S,2010,0,0,0,,,princess,女,12
猿,,,,猿,uen,uen,yun 4 ,yuán,エン,さる,S,1981,0,0,0,,,monkey,犬,13
委,,,,委,ui,ui,"wai 1 , wai 2 ","wěi, wēi",イ,ゆだ-ねる,3,,위,맡길,H,,,committee,女,8
位,,,,位,ui,ui,"wai 2 , wai 6 ",wèi,イ,くらい,4,,위,자리,M,,,rank,人,7
危,,,,危,ui,ui,ngai 4 ,wēi,キ,あぶ-ない、あや-うい、あや-ぶむ,6,,위,위태할,M,,,dangerous,卩,6
為,为,,爲,為,ui,ui,"wai 4 , wai 6 ","wéi, wèi",イ,0,S,,위,할,M,,,do,爪,9
偽,伪,,僞,偽,ui,ui,ngai 6 ,wěi,ギ,いつわ-る、にせ,S,,위,거짓,H,,,falsehood,人,11
萎,,,,萎,ui,ui,"wai 1 , wai 2 ","wěi, wēi",イ,な-える,S,2010,0,0,0,,,wither,艸,11
雲,云,,,雲,un,yan,wan 4 ,yún,ウン,くも,2,,운,구름,M,vân,,cloud,雨,12
運,运,,,運,un,yan,wan 6 ,yùn,ウン,はこ-ぶ,3,,운,돌,M,,,carry,辵,12
員,员,,,員,un,yan,"yun 4 , wan 4 ","yuán, yún, yùn",イン,0,3,,원,관원,H,,,member,口,10
溫,温,温,,温,un,wan,wan 1 ,wēn,オン,あたた-か、あたた-かい、あたた-まる、あたた-める,3,,온,따뜻할,H,,,warm,水,12
韻,韵,,,韻,un,yan,"wan 5 , wan 6 ",yùn,イン,0,S,,운,운,H,,,rhyme,音,19
穩,稳,穏,,穏,un,wan,wan 2 ,wěn,オン,おだ-やか,S,,0,0,0,,,calm,禾,16
雄,,,,雄,unu,yunu,hung 4 ,xióng,ユウ,お、おす,S,,웅,수컷,M,,,male,隹,12
熊,,,,熊,unu,yunu,hung 4 ,xióng,0,くま,S,2010,0,0,0,,,bear,火,14
五,,,,五,uo,o,ng 5 ,wǔ,ゴ,いつ、いつ-つ,1,,오,다섯,M,ngũ,,five,二,4
午,,,,午,uo,o,ng 5 ,wǔ,ゴ,0,2,,오,낮,M,"ngọ, ngỏ, ngõ",,noon,十,4
誤,误,,,誤,uo,o,ng 6 ,wù,ゴ,あやま-る,6,,오,그르칠,M,,,mistake,言,14
悟,,,,悟,uo,o,ng 6 ,wù,ゴ,さと-る,S,,오,깨달을,M,,,enlightenment,心,10
污,,汚,汚,汚,uo,o,wu 1 ,wū,オ,けが-す、けが-れる、けが-らわしい、よご-す、よご-れる、きたな-い,S,,오,더러울,H,,,dirty,水,6
吳,吴,呉,,呉,uo,o,ng 4 ,wú,ゴ,0,S,,0,0,0,,,give,口,7
娛,娱,娯,,娯,"uo, yu","o, yu",yu 4 ,yú,ゴ,0,S,,오,즐거워할,H,,,recreation,女,10
鬱,郁,,,鬱,utu,utu,wat 1 ,yù,ウツ,0,S,2010,0,0,0,,,gloom,鬯,29
瓦,,,,瓦,wa,wa,nga 5 ,"wǎ, wà",ガ,かわら,S,2010,와,기와,M,,,tile,瓦,5
外,,,,外,wai,uei,"ngoi 6 , oi 6 ",wài,ガイ、ゲ,そと、ほか、はず-す、はず-れる,2,,외,밖,M,"ngoại, ngoái, ngoải, ngoài, nguậy",,outside,夕,5
玩,,,,玩,wan,wan,"waan 4 , wun 6 ",wán,ガン,0,S,2010,0,0,0,,,trifle with,玉,8
灣,湾,湾,,湾,wan,wan,"waan 1 , waan 4 ",wān,ワン,0,S,,0,0,0,,,gulf,水,12
腕,,,,腕,wan,wan,wun 2 ,wàn,ワン,うで,S,,0,0,0,,,arm,肉,12
頑,顽,,,頑,wan,wan,waan 4 ,"wán, kūn",ガン,0,S,1981,0,0,0,,,stubborn,頁,13
王,,,,王,wanu,wanu,"wong 4 , wong 6 ","wáng, wàng",オウ,0,1,,왕,임금,M,"vương, vướng",,king,玉,4
往,,,,往,wanu,wanu,wong 5 ,"wǎng, wàng",オウ,0,5,,왕,갈,M,,,outward journey,彳,8
旺,,,,旺,wanu,wanu,wong 6 ,wàng,オウ,0,S,2010,0,0,0,,,flourishing,日,8
衞,卫,衛,衛,衛,wei,uei,wai 6 ,wèi,エイ,0,5,,위,지킬,H,,,defense,行,16
泳,,,,泳,wenu,uenu,wing 6 ,yǒng,エイ,およ-ぐ,3,,영,헤엄칠,H,"vịnh, vạnh",,swim,水,8
榮,荣,栄,,栄,wenu,uenu,wing 4 ,róng,エイ,さか-える、は-え、は-える,4,,영,영화로울,M,,,prosperity,木,9
